Player,Span,Start_Year,End_Year,Career_Length,Mat,Inns,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,Catches_Per_Match,Dismissals_Per_Match,Stumping_Rate
NM Carter (SCOT),2013-2013,2013,2013,0,7,7,1,1,0,0,1,1 (1ct 0st),0.142,0.14,0.14,0.00
P Chandran (Mex),2019-2019,2019,2019,0,3,3,1,1,0,0,1,1 (1ct 0st),0.333,0.33,0.33,0.00
N Chejay (BHU),2019-2019,2019,2019,0,1,1,1,1,0,0,1,1 (1ct 0st),1,1.00,1.00,0.00
TS Chisoro (ZIM),2015-2018,2015,2018,3,12,12,1,1,0,0,1,1 (1ct 0st),0.083,0.08,0.08,0.00
AN Cook (ENG),2007-2009,2007,2009,2,4,4,1,1,0,0,1,1 (1ct 0st),0.25,0.25,0.25,0.00
J Cutinho (CRC),2019-2019,2019,2019,0,3,3,1,1,0,0,1,1 (1ct 0st),0.333,0.33,0.33,0.00
DK Dahyabhai Ahir (PNM),2019-2019,2019,2019,0,2,2,1,1,0,0,1,1 (1ct 0st),0.5,0.50,0.50,0.00
JWM Dalrymple (ENG),2006-2007,2006,2007,1,3,3,1,1,0,0,1,1 (1ct 0st),0.333,0.33,0.33,0.00
H Dandapani (Fin),2019-2019,2019,2019,0,5,5,1,1,0,0,1,1 (1ct 0st),0.2,0.20,0.20,0.00
K Dasan (),2019-2019,2019,2019,0,3,3,1,1,0,0,1,1 (1ct 0st),0.333,0.33,0.33,0.00
AS Dean (CAN),2008-2013,2008,2013,5,2,2,1,1,0,0,1,1 (1ct 0st),0.5,0.50,0.50,0.00
M de Lange (SA),2012-2015,2012,2015,3,6,6,1,1,0,0,1,1 (1ct 0st),0.166,0.17,0.17,0.00
CJ Delany (GIBR),2019-2019,2019,2019,0,4,4,1,1,0,0,1,1 (1ct 0st),0.25,0.25,0.25,0.00
SI de Saram (SL),2009-2009,2009,2009,0,1,1,1,1,0,0,1,1 (1ct 0st),1,1.00,1.00,0.00
PC de Silva (SL),2017-2017,2017,2017,0,2,2,1,1,0,0,1,1 (1ct 0st),0.5,0.50,0.50,0.00
Dhiman Ghosh (BDESH),2008-2008,2008,2008,0,1,1,1,0,1,0,0,1 (0ct 1st),1,0.00,1.00,1.00
AB Dinda (INDIA),2009-2012,2009,2012,3,9,9,1,1,0,0,1,1 (1ct 0st),0.111,0.11,0.11,0.00
LA Dunbar (Serb),2019-2019,2019,2019,0,2,2,1,1,0,1,0,1 (1ct 0st),0.5,0.50,0.50,0.00
AB Dursak (TKY),2019-2019,2019,2019,0,4,4,1,1,0,0,1,1 (1ct 0st),0.25,0.25,0.25,0.00
G Dutta (Mex),2019-2019,2019,2019,0,7,7,1,1,0,0,1,1 (1ct 0st),0.142,0.14,0.14,0.00
J Edness (BMUDA),2008-2008,2008,2008,0,3,3,1,0,1,0,0,1 (0ct 1st),0.333,0.00,0.33,0.33
RMS Eranga (SL),2012-2013,2012,2013,1,3,3,1,1,0,0,1,1 (1ct 0st),0.333,0.33,0.33,0.00
L Evile (Samoa),2019-2019,2019,2019,0,4,4,1,1,0,0,1,1 (1ct 0st),0.25,0.25,0.25,0.00
M Faheem (THAI),2019-2019,2019,2019,0,4,4,1,1,0,0,1,1 (1ct 0st),0.25,0.25,0.25,0.00
Faisal Khan (Saudi),2019-2019,2019,2019,0,4,4,1,1,0,0,1,1 (1ct 0st),0.25,0.25,0.25,0.00
Fareed Ahmad (AFG),2016-2019,2016,2019,3,14,14,1,1,0,0,1,1 (1ct 0st),0.071,0.07,0.07,0.00
Farhan Ahmed (UAE),2016-2016,2016,2016,0,3,3,1,1,0,0,1,1 (1ct 0st),0.333,0.33,0.33,0.00
Fayyaz Ahmed (UAE),2015-2015,2015,2015,0,1,1,1,1,0,0,1,1 (1ct 0st),1,1.00,1.00,0.00
CJ Ferguson (AUS),2009-2009,2009,2009,0,3,3,1,1,0,0,1,1 (1ct 0st),0.333,0.33,0.33,0.00
SE Findlay (WI),2008-2008,2008,2008,0,2,2,1,1,0,0,1,1 (1ct 0st),0.5,0.50,0.50,0.00
JA Fitzgerald (GIBR),2019-2019,2019,2019,0,4,4,1,1,0,0,1,1 (1ct 0st),0.25,0.25,0.25,0.00
BT Foakes (ENG),2019-2019,2019,2019,0,1,1,1,1,0,1,0,1 (1ct 0st),1,1.00,1.00,0.00
CR Foggo (BMUDA),2008-2008,2008,2008,0,3,3,1,1,0,0,1,1 (1ct 0st),0.333,0.33,0.33,0.00
TS Fray (BMUDA),2019-2019,2019,2019,0,10,10,1,1,0,0,1,1 (1ct 0st),0.1,0.10,0.10,0.00
C Fry (LUX),2019-2019,2019,2019,0,3,3,1,1,0,0,1,1 (1ct 0st),0.333,0.33,0.33,0.00
R Frylinck (SA),2017-2018,2017,2018,1,3,3,1,1,0,0,1,1 (1ct 0st),0.333,0.33,0.33,0.00
ST Gabriel (WI),2013-2013,2013,2013,0,2,2,1,1,0,0,1,1 (1ct 0st),0.5,0.50,0.50,0.00
WT Gavera (PNG),2015-2017,2015,2017,2,6,6,1,1,0,0,1,1 (1ct 0st),0.166,0.17,0.17,0.00
Gershon Yusuf (NGA),2019-2019,2019,2019,0,1,1,1,1,0,0,1,1 (1ct 0st),1,1.00,1.00,0.00
MR Gillespie (NZ),2006-2008,2006,2008,2,11,11,1,1,0,0,1,1 (1ct 0st),0.09,0.09,0.09,0.00
R Goodwin (PHI),2019-2019,2019,2019,0,4,4,1,1,0,0,1,1 (1ct 0st),0.25,0.25,0.25,0.00
JOA Gordon (CAN),2013-2019,2013,2019,6,7,7,1,1,0,0,1,1 (1ct 0st),0.142,0.14,0.14,0.00
TG Gordon (CAN),2012-2012,2012,2012,0,3,3,1,1,0,0,1,1 (1ct 0st),0.333,0.33,0.33,0.00
K Gore (USA),2019-2019,2019,2019,0,4,4,1,1,0,0,1,1 (1ct 0st),0.25,0.25,0.25,0.00
H Gori (CZK-R),2019-2019,2019,2019,0,7,7,1,1,0,0,1,1 (1ct 0st),0.142,0.14,0.14,0.00
S Goud (CZK-R),2019-2019,2019,2019,0,1,1,1,1,0,0,1,1 (1ct 0st),1,1.00,1.00,0.00
AM Guruge (UAE),2014-2015,2014,2015,1,5,5,1,1,0,0,1,1 (1ct 0st),0.2,0.20,0.20,0.00
Hafez Farooq (Peru),2019-2019,2019,2019,0,4,4,1,1,0,0,1,1 (1ct 0st),0.25,0.25,0.25,0.00
OJ Hairs (SCOT),2019-2019,2019,2019,0,8,8,1,1,0,0,1,1 (1ct 0st),0.125,0.13,0.13,0.00
Hamza Dar (ESP),2019-2019,2019,2019,0,1,1,1,1,0,0,1,1 (1ct 0st),1,1.00,1.00,0.00
SJ Harmison (ENG),2005-2006,2005,2006,1,2,2,1,1,0,0,1,1 (1ct 0st),0.5,0.50,0.50,0.00
NM Hauritz (AUS),2009-2009,2009,2009,0,3,3,1,1,0,0,1,1 (1ct 0st),0.333,0.33,0.33,0.00
ML Hayden (AUS),2005-2007,2005,2007,2,9,9,1,1,0,0,1,1 (1ct 0st),0.111,0.11,0.11,0.00
JR Hazlewood (AUS),2013-2016,2013,2016,3,7,7,1,1,0,0,1,1 (1ct 0st),0.142,0.14,0.14,0.00
MJ Henry (NZ),2014-2017,2014,2017,3,6,6,1,1,0,0,1,1 (1ct 0st),0.166,0.17,0.17,0.00
WW Hinds (WI),2006-2010,2006,2010,4,5,5,1,1,0,0,1,1 (1ct 0st),0.2,0.20,0.20,0.00
GB Hogg (AUS),2006-2014,2006,2014,8,15,15,1,1,0,0,1,1 (1ct 0st),0.066,0.07,0.07,0.00
Z Hoque (THAI),2019-2019,2019,2019,0,3,3,1,1,0,0,1,1 (1ct 0st),0.333,0.33,0.33,0.00
JM How (NZ),2007-2008,2007,2008,1,5,5,1,1,0,0,1,1 (1ct 0st),0.2,0.20,0.20,0.00
MG Hunter (GIBR),2019-2019,2019,2019,0,4,4,1,1,0,0,1,1 (1ct 0st),0.25,0.25,0.25,0.00
JJ Huo (Moz),2019-2019,2019,2019,0,7,6,1,1,0,0,1,1 (1ct 0st),0.166,0.14,0.14,0.00
J Hurley (Arg),2019-2019,2019,2019,0,3,3,1,1,0,0,1,1 (1ct 0st),0.333,0.33,0.33,0.00
A Husain (Arg),2019-2019,2019,2019,0,5,5,1,1,0,0,1,1 (1ct 0st),0.2,0.20,0.20,0.00
GM Hyde (Blz),2019-2019,2019,2019,0,3,3,1,1,0,0,1,1 (1ct 0st),0.333,0.33,0.33,0.00
Ibrahim Nashath (Mald),2019-2019,2019,2019,0,3,3,1,1,0,0,1,1 (1ct 0st),0.333,0.33,0.33,0.00
Ibrahim Rizan (Mald),2019-2019,2019,2019,0,5,5,1,1,0,0,1,1 (1ct 0st),0.2,0.20,0.20,0.00
Ibrahim Zadran (AFG),2019-2019,2019,2019,0,3,3,1,1,0,0,1,1 (1ct 0st),0.333,0.33,0.33,0.00
AF Ifill (Caym),2019-2019,2019,2019,0,6,6,1,1,0,0,1,1 (1ct 0st),0.166,0.17,0.17,0.00
Iftikhar Ahmed (PAK),2016-2019,2016,2019,3,6,6,1,1,0,0,1,1 (1ct 0st),0.166,0.17,0.17,0.00
Ilyas Ahmed (KUW),2019-2019,2019,2019,0,6,6,1,1,0,0,1,1 (1ct 0st),0.166,0.17,0.17,0.00
Imran Ashraf (QAT),2019-2019,2019,2019,0,3,3,1,1,0,0,1,1 (1ct 0st),0.333,0.33,0.33,0.00
Imran Haider (UAE),2016-2019,2016,2019,3,11,11,1,1,0,0,1,1 (1ct 0st),0.09,0.09,0.09,0.00
PJ Ingram (NZ),2010-2010,2010,2010,0,3,3,1,1,0,0,1,1 (1ct 0st),0.333,0.33,0.33,0.00
DF Jacobs (THAI),2019-2019,2019,2019,0,4,4,1,1,0,0,1,1 (1ct 0st),0.25,0.25,0.25,0.00
KM Jadhav (INDIA),2015-2017,2015,2017,2,9,9,1,1,0,0,1,1 (1ct 0st),0.111,0.11,0.11,0.00
S Jamil (Belg),2019-2019,2019,2019,0,3,3,1,1,0,0,1,1 (1ct 0st),0.333,0.33,0.33,0.00
Jasdeep Singh (USA),2019-2019,2019,2019,0,4,4,1,1,0,0,1,1 (1ct 0st),0.25,0.25,0.25,0.00
Jaspreet Singh (ITA),2019-2019,2019,2019,0,5,4,1,1,0,0,1,1 (1ct 0st),0.25,0.20,0.20,0.00
K Jethi (CAN),2008-2008,2008,2008,0,5,5,1,1,0,0,1,1 (1ct 0st),0.2,0.20,0.20,0.00
J Jojo (DEN),2019-2019,2019,2019,0,7,5,1,1,0,0,1,1 (1ct 0st),0.2,0.14,0.14,0.00
MO Jones (BMUDA),2019-2019,2019,2019,0,8,8,1,1,0,0,1,1 (1ct 0st),0.125,0.13,0.13,0.00
NG Jones (IRE),2010-2012,2010,2012,2,5,4,1,1,0,0,1,1 (1ct 0st),0.25,0.20,0.20,0.00
C Jonker (SA),2018-2018,2018,2018,0,2,2,1,1,0,0,1,1 (1ct 0st),0.5,0.50,0.50,0.00
Junaid Siddique (BDESH),2007-2012,2007,2012,5,7,7,1,1,0,0,1,1 (1ct 0st),0.142,0.14,0.14,0.00
Kaleem Shah (Moz),2019-2019,2019,2019,0,7,6,1,1,0,0,1,1 (1ct 0st),0.166,0.14,0.14,0.00
JK Kamande (KENYA),2007-2010,2007,2010,3,12,12,1,1,0,0,1,1 (1ct 0st),0.083,0.08,0.08,0.00
Kamran Shazad (UAE),2014-2014,2014,2014,0,3,3,1,1,0,0,1,1 (1ct 0st),0.333,0.33,0.33,0.00
TE Kane (IRE),2015-2019,2015,2019,4,7,5,1,1,0,0,1,1 (1ct 0st),0.2,0.14,0.14,0.00
S Keshvani (CAN),2010-2010,2010,2010,0,2,2,1,1,0,0,1,1 (1ct 0st),0.5,0.50,0.50,0.00
RWT Key (ENG),2009-2009,2009,2009,0,1,1,1,1,0,0,1,1 (1ct 0st),1,1.00,1.00,0.00
N Khanna (MALTA),2019-2019,2019,2019,0,2,2,1,1,0,0,1,1 (1ct 0st),0.5,0.50,0.50,0.00
Khizer Ahmed (NOR),2019-2019,2019,2019,0,5,5,1,0,1,0,0,1 (0ct 1st),0.2,0.00,0.20,0.20
N Khosla (MALTA),2019-2019,2019,2019,0,4,4,1,1,0,0,1,1 (1ct 0st),0.25,0.25,0.25,0.00
Khurram Chohan (CAN),2010-2010,2010,2010,0,4,4,1,1,0,0,1,1 (1ct 0st),0.25,0.25,0.25,0.00
TCR Kimber (GUE),2019-2019,2019,2019,0,3,3,1,0,1,0,0,1 (0ct 1st),0.333,0.00,0.33,0.33
NR Kirton (CAN),2019-2019,2019,2019,0,5,5,1,1,0,0,1,1 (1ct 0st),0.2,0.20,0.20,0.00
RK Kleinveldt (SA),2008-2013,2008,2013,5,6,6,1,1,0,0,1,1 (1ct 0st),0.166,0.17,0.17,0.00
Kuldeep Singh (PHI),2019-2019,2019,2019,0,4,4,1,1,0,0,1,1 (1ct 0st),0.25,0.25,0.25,0.00
P Kumar (INDIA),2008-2012,2008,2012,4,10,10,1,1,0,0,1,1 (1ct 0st),0.1,0.10,0.10,0.00
R Kumar (ROM),2019-2019,2019,2019,0,4,4,1,1,0,0,1,1 (1ct 0st),0.25,0.25,0.25,0.00
UKPW Kumaranayaka (KUW),2019-2019,2019,2019,0,3,3,1,1,0,0,1,1 (1ct 0st),0.333,0.33,0.33,0.00
A Lagos (),2019-2019,2019,2019,0,1,1,1,1,0,0,1,1 (1ct 0st),1,1.00,1.00,0.00
H Lakov (),2019-2019,2019,2019,0,3,3,1,1,0,0,1,1 (1ct 0st),0.333,0.33,0.33,0.00
CK Langeveldt (SA),2005-2010,2005,2010,5,9,9,1,1,0,0,1,1 (1ct 0st),0.111,0.11,0.11,0.00
B Laughlin (AUS),2009-2013,2009,2013,4,3,3,1,1,0,0,1,1 (1ct 0st),0.333,0.33,0.33,0.00
J Lewis (ENG),2005-2007,2005,2007,2,2,2,1,1,0,0,1,1 (1ct 0st),0.5,0.50,0.50,0.00
ML Lewis (AUS),2006-2006,2006,2006,0,2,2,1,1,0,0,1,1 (1ct 0st),0.5,0.50,0.50,0.00
RN Lewis (WI),2008-2008,2008,2008,0,1,1,1,1,0,0,1,1 (1ct 0st),1,1.00,1.00,0.00
NCK Liyanage (MAL),2019-2019,2019,2019,0,6,5,1,1,0,0,1,1 (1ct 0st),0.2,0.17,0.17,0.00
KS Lokuarachchi (SL),2012-2012,2012,2012,0,2,2,1,1,0,0,1,1 (1ct 0st),0.5,0.50,0.50,0.00
J Long (PHI),2019-2019,2019,2019,0,2,2,1,1,0,0,1,1 (1ct 0st),0.5,0.50,0.50,0.00
T Lungameni (NAM),2019-2019,2019,2019,0,6,6,1,1,0,0,1,1 (1ct 0st),0.166,0.17,0.17,0.00
GD McGrath (AUS),2005-2005,2005,2005,0,2,2,1,1,0,0,1,1 (1ct 0st),0.5,0.50,0.50,0.00
NJ Maddinson (AUS),2013-2018,2013,2018,5,6,6,1,1,0,0,1,1 (1ct 0st),0.166,0.17,0.17,0.00
DL Maddy (ENG),2007-2007,2007,2007,0,4,4,1,1,0,0,1,1 (1ct 0st),0.25,0.25,0.25,0.00
Mahedi Hasan (BDESH),2018-2018,2018,2018,0,1,1,1,1,0,0,1,1 (1ct 0st),1,1.00,1.00,0.00
Mahmad Data (PNM),2019-2019,2019,2019,0,2,2,1,1,0,0,1,1 (1ct 0st),0.5,0.50,0.50,0.00
S Mahmood (ENG),2019-2019,2019,2019,0,3,3,1,1,0,0,1,1 (1ct 0st),0.333,0.33,0.33,0.00
SI Mahmood (ENG),2006-2009,2006,2009,3,4,4,1,1,0,0,1,1 (1ct 0st),0.25,0.25,0.25,0.00
GI Maiden (SCOT),2008-2008,2008,2008,0,3,3,1,1,0,0,1,1 (1ct 0st),0.333,0.33,0.33,0.00
BF Mailata (Samoa),2019-2019,2019,2019,0,4,4,1,1,0,0,1,1 (1ct 0st),0.25,0.25,0.25,0.00
GT Main (SCOT),2015-2016,2015,2016,1,4,2,1,1,0,0,1,1 (1ct 0st),0.5,0.25,0.25,0.00
D Maisuria (Botsw),2019-2019,2019,2019,0,6,6,1,1,0,0,1,1 (1ct 0st),0.166,0.17,0.17,0.00
A Makesh (KUW),2019-2019,2019,2019,0,4,4,1,1,0,0,1,1 (1ct 0st),0.25,0.25,0.25,0.00
AK Mandal (NEPAL),2015-2015,2015,2015,0,2,2,1,1,0,0,1,1 (1ct 0st),0.5,0.50,0.50,0.00
Mandeep Singh (INDIA),2016-2016,2016,2016,0,3,3,1,1,0,0,1,1 (1ct 0st),0.333,0.33,0.33,0.00
P Manning (Caym),2019-2019,2019,2019,0,6,6,1,1,0,0,1,1 (1ct 0st),0.166,0.17,0.17,0.00
AK Markram (SA),2019-2019,2019,2019,0,2,2,1,1,0,0,1,1 (1ct 0st),0.5,0.50,0.50,0.00
HJH Marshall (NZ),2005-2006,2005,2006,1,3,3,1,1,0,0,1,1 (1ct 0st),0.333,0.33,0.33,0.00
OM Marshall (Peru),2019-2019,2019,2019,0,3,3,1,1,0,0,1,1 (1ct 0st),0.333,0.33,0.33,0.00
CS Martin (NZ),2007-2008,2007,2008,1,6,6,1,1,0,0,1,1 (1ct 0st),0.166,0.17,0.17,0.00
DR Martyn (AUS),2005-2006,2005,2006,1,4,4,1,1,0,0,1,1 (1ct 0st),0.25,0.25,0.25,0.00
I Master (Botsw),2019-2019,2019,2019,0,2,2,1,1,0,0,1,1 (1ct 0st),0.5,0.50,0.50,0.00
GE Mathurin (WI),2011-2012,2011,2012,1,3,3,1,1,0,0,1,1 (1ct 0st),0.333,0.33,0.33,0.00
B Mavuta (ZIM),2018-2018,2018,2018,0,3,3,1,1,0,0,1,1 (1ct 0st),0.333,0.33,0.33,0.00
M Meade (Chile),2019-2019,2019,2019,0,1,1,1,1,0,0,1,1 (1ct 0st),1,1.00,1.00,0.00
SC Meaker (ENG),2012-2012,2012,2012,0,2,2,1,1,0,0,1,1 (1ct 0st),0.5,0.50,0.50,0.00
J Mees (LUX),2019-2019,2019,2019,0,3,3,1,1,0,1,0,1 (1ct 0st),0.333,0.33,0.33,0.00
PHKD Mendis (SL),2018-2019,2018,2019,1,4,4,1,1,0,0,1,1 (1ct 0st),0.25,0.25,0.25,0.00
CAJ Meschede (GER),2019-2019,2019,2019,0,5,5,1,1,0,0,1,1 (1ct 0st),0.2,0.20,0.20,0.00
KO Meth (ZIM),2012-2012,2012,2012,0,2,2,1,1,0,0,1,1 (1ct 0st),0.5,0.50,0.50,0.00
Mian Mehmood (PORT),2019-2019,2019,2019,0,4,4,1,1,0,0,1,1 (1ct 0st),0.25,0.25,0.25,0.00
AJ Michael (Samoa),2019-2019,2019,2019,0,4,4,1,1,0,0,1,1 (1ct 0st),0.25,0.25,0.25,0.00
TS Mills (ENG/ICC),2016-2018,2016,2018,2,5,5,1,1,0,0,1,1 (1ct 0st),0.2,0.20,0.20,0.00
A Mishra (INDIA),2010-2017,2010,2017,7,10,10,1,1,0,0,1,1 (1ct 0st),0.1,0.10,0.10,0.00
P Mishra (),2019-2019,2019,2019,0,3,3,1,1,0,0,1,1 (1ct 0st),0.333,0.33,0.33,0.00
K Modise (Botsw),2019-2019,2019,2019,0,3,3,1,1,0,0,1,1 (1ct 0st),0.333,0.33,0.33,0.00
Mohammad Irfan (PAK),2012-2019,2012,2019,7,22,22,1,1,0,0,1,1 (1ct 0st),0.045,0.05,0.05,0.00
Mohammad Kashif (NL),2010-2010,2010,2010,0,3,3,1,1,0,0,1,1 (1ct 0st),0.333,0.33,0.33,0.00
Mohammad Shahzad (UAE),2015-2017,2015,2017,2,20,20,1,1,0,0,1,1 (1ct 0st),0.05,0.05,0.05,0.00
Mohammad Tauqir (UAE),2015-2015,2015,2015,0,3,3,1,1,0,0,1,1 (1ct 0st),0.333,0.33,0.33,0.00
Mohammad Yousuf (PAK),2006-2010,2006,2010,4,3,3,1,1,0,0,1,1 (1ct 0st),0.333,0.33,0.33,0.00
JN Mohammed (WI),2017-2018,2017,2018,1,9,9,1,1,0,0,1,1 (1ct 0st),0.111,0.11,0.11,0.00
Mohammed Qasim (UAE),2016-2017,2016,2017,1,3,3,1,1,0,0,1,1 (1ct 0st),0.333,0.33,0.33,0.00
Mohammed Siraj (INDIA),2017-2018,2017,2018,1,3,3,1,1,0,0,1,1 (1ct 0st),0.333,0.33,0.33,0.00
HJC Mol (NL),2008-2008,2008,2008,0,4,3,1,1,0,0,1,1 (1ct 0st),0.333,0.25,0.25,0.00
Mominul Haque (BDESH),2012-2014,2012,2014,2,6,6,1,1,0,0,1,1 (1ct 0st),0.166,0.17,0.17,0.00
D Mongia (INDIA),2006-2006,2006,2006,0,1,1,1,1,0,0,1,1 (1ct 0st),1,1.00,1.00,0.00
M Mooketsi (Botsw),2019-2019,2019,2019,0,7,7,1,1,0,0,1,1 (1ct 0st),0.142,0.14,0.14,0.00
Mudassar Muhammad (GER),2019-2019,2019,2019,0,7,7,1,1,0,0,1,1 (1ct 0st),0.142,0.14,0.14,0.00
Muhamad Syahadat (MAL),2019-2019,2019,2019,0,10,9,1,1,0,0,1,1 (1ct 0st),0.111,0.10,0.10,0.00
Muhammad Amir (MAL),2019-2019,2019,2019,0,1,1,1,1,0,0,1,1 (1ct 0st),1,1.00,1.00,0.00
Muhammad Asjed (ESP),2019-2019,2019,2019,0,2,2,1,1,0,0,1,1 (1ct 0st),0.5,0.50,0.50,0.00
Muhammad Kaleem (UAE),2016-2016,2016,2016,0,9,9,1,1,0,0,1,1 (1ct 0st),0.111,0.11,0.11,0.00
Muhammad Khurram (MWI),2019-2019,2019,2019,0,5,5,1,1,0,1,0,1 (1ct 0st),0.2,0.20,0.20,0.00
Muhammad Naeem (Saudi),2019-2019,2019,2019,0,5,5,1,1,0,0,1,1 (1ct 0st),0.2,0.20,0.20,0.00
Muhammad Saleem (),2019-2019,2019,2019,0,4,4,1,1,0,0,1,1 (1ct 0st),0.25,0.25,0.25,0.00
JK Mukhiya (NEPAL),2014-2015,2014,2015,1,4,4,1,1,0,0,1,1 (1ct 0st),0.25,0.25,0.25,0.00
EMDY Munaweera (SL),2012-2017,2012,2017,5,13,13,1,1,0,0,1,1 (1ct 0st),0.076,0.08,0.08,0.00
GBW Munaweera (QAT),2019-2019,2019,2019,0,5,5,1,1,0,0,1,1 (1ct 0st),0.2,0.20,0.20,0.00
Munir Dar (HKG),2014-2014,2014,2014,0,2,2,1,1,0,0,1,1 (1ct 0st),0.5,0.50,0.50,0.00
M Muralitharan (SL),2006-2010,2006,2010,4,12,12,1,1,0,0,1,1 (1ct 0st),0.083,0.08,0.08,0.00
D Murphy (SCOT),2013-2013,2013,2013,0,4,4,1,1,0,1,0,1 (1ct 0st),0.25,0.25,0.25,0.00
Musawar Shah (QAT),2019-2019,2019,2019,0,2,2,1,1,0,0,1,1 (1ct 0st),0.5,0.50,0.50,0.00
N M'shangwe (ZIM),2013-2014,2013,2014,1,5,5,1,1,0,0,1,1 (1ct 0st),0.2,0.20,0.20,0.00
AK Muslar (Blz),2019-2019,2019,2019,0,3,3,1,1,0,0,1,1 (1ct 0st),0.333,0.33,0.33,0.00
Muslim Yar (GER),2019-2019,2019,2019,0,7,7,1,1,0,0,1,1 (1ct 0st),0.142,0.14,0.14,0.00
T Muzarabani (ZIM),2015-2016,2015,2016,1,9,9,1,1,0,0,1,1 (1ct 0st),0.111,0.11,0.11,0.00
M Mwamadi (MWI),2019-2019,2019,2019,0,3,3,1,1,0,0,1,1 (1ct 0st),0.333,0.33,0.33,0.00
Najjam Shahzad (PORT),2019-2019,2019,2019,0,4,4,1,1,0,0,1,1 (1ct 0st),0.25,0.25,0.25,0.00
DM Nakrani (UGA),2019-2019,2019,2019,0,4,4,1,1,0,0,1,1 (1ct 0st),0.25,0.25,0.25,0.00
W Nalisa (VAN),2019-2019,2019,2019,0,9,9,1,1,0,0,1,1 (1ct 0st),0.111,0.11,0.11,0.00
DP Nannes (AUS/NL),2009-2010,2009,2010,1,17,17,1,1,0,0,1,1 (1ct 0st),0.058,0.06,0.06,0.00
Naseem Khushi (OMAN),2017-2019,2017,2019,2,10,10,1,1,0,0,1,1 (1ct 0st),0.1,0.10,0.10,0.00
A Nathwani (Aut),2019-2019,2019,2019,0,5,5,1,1,0,0,1,1 (1ct 0st),0.2,0.20,0.20,0.00
A Natubhai Ahir (PNM),2019-2019,2019,2019,0,3,3,1,1,0,0,1,1 (1ct 0st),0.333,0.33,0.33,0.00
Naveed Ahmed (CZK-R),2019-2019,2019,2019,0,7,7,1,1,0,0,1,1 (1ct 0st),0.142,0.14,0.14,0.00
Nazakat Ali (NOR),2019-2019,2019,2019,0,2,2,1,1,0,0,1,1 (1ct 0st),0.5,0.50,0.50,0.00
Nazril Rahman (MAL),2019-2019,2019,2019,0,7,7,1,1,0,0,1,1 (1ct 0st),0.142,0.14,0.14,0.00
A Nel (SA),2005-2007,2005,2007,2,2,2,1,1,0,0,1,1 (1ct 0st),0.5,0.50,0.50,0.00
JD Nel (SCOT),2007-2010,2007,2010,3,10,9,1,1,0,0,1,1 (1ct 0st),0.111,0.10,0.10,0.00
L Ngidi (SA),2017-2018,2017,2018,1,7,7,1,1,0,0,1,1 (1ct 0st),0.142,0.14,0.14,0.00
PA Nixon (ENG),2007-2007,2007,2007,0,1,1,1,0,1,0,0,1 (0ct 1st),1,0.00,1.00,1.00
L Nussbaumer (GUE),2019-2019,2019,2019,0,1,1,1,1,0,0,1,1 (1ct 0st),1,1.00,1.00,0.00
SH Obed (VAN),2019-2019,2019,2019,0,12,12,1,1,0,0,1,1 (1ct 0st),0.083,0.08,0.08,0.00
E Ochieng (KENYA),2019-2019,2019,2019,0,2,2,1,1,0,0,1,1 (1ct 0st),0.5,0.50,0.50,0.00
PP Ojha (INDIA),2009-2010,2009,2010,1,6,6,1,1,0,0,1,1 (1ct 0st),0.166,0.17,0.17,0.00
SNJ O'Keefe (AUS),2010-2011,2010,2011,1,7,7,1,1,0,0,1,1 (1ct 0st),0.142,0.14,0.14,0.00
IO Okpe (NGA),2019-2019,2019,2019,0,8,8,1,1,0,0,1,1 (1ct 0st),0.125,0.13,0.13,0.00
R Olipa (UGA),2019-2019,2019,2019,0,2,2,1,1,0,0,1,1 (1ct 0st),0.5,0.50,0.50,0.00
Omar Hayat (DEN),2019-2019,2019,2019,0,2,2,1,1,0,0,1,1 (1ct 0st),0.5,0.50,0.50,0.00
A Otwani (UGA),2019-2019,2019,2019,0,4,4,1,1,0,1,0,1 (1ct 0st),0.25,0.25,0.25,0.00
SD Outerbridge (BMUDA),2008-2008,2008,2008,0,3,3,1,1,0,0,1,1 (1ct 0st),0.333,0.33,0.33,0.00
E Packard (GIBR),2019-2019,2019,2019,0,4,4,1,1,0,0,1,1 (1ct 0st),0.25,0.25,0.25,0.00
K Pala (PNG),2015-2015,2015,2015,0,2,2,1,1,0,0,1,1 (1ct 0st),0.5,0.50,0.50,0.00
I Pandey (NEPAL),2019-2019,2019,2019,0,4,4,1,1,0,0,1,1 (1ct 0st),0.25,0.25,0.25,0.00
NMS Param (SGP),2019-2019,2019,2019,0,8,8,1,1,0,0,1,1 (1ct 0st),0.125,0.13,0.13,0.00
PA Patel (INDIA),2011-2011,2011,2011,0,2,2,1,1,0,1,0,1 (1ct 0st),0.5,0.50,0.50,0.00
RN Patel (KENYA),2019-2019,2019,2019,0,2,2,1,1,0,0,1,1 (1ct 0st),0.5,0.50,0.50,0.00
D Paterson (SA),2017-2018,2017,2018,1,8,8,1,1,0,0,1,1 (1ct 0st),0.125,0.13,0.13,0.00
C Pengkumta (THAI),2019-2019,2019,2019,0,4,4,1,1,0,0,1,1 (1ct 0st),0.25,0.25,0.25,0.00
