Player,Span_bat,Start_Year_bat,End_Year_bat,Career_Length_bat,Mat_bat,Inns_bat,NO,Runs_bat,HS,HS_Numeric,HS_NotOut,Ave_bat,BF,SR_bat,100,50,0,Runs_Per_Match,Century_Rate,Fifty_Rate,Consistency_Score,Span_bowl,Start_Year_bowl,End_Year_bowl,Career_Length_bowl,Mat_bowl,Inns_bowl,Balls,Runs_bowl,Wkts,BBI,Ave_bowl,Econ,SR_bowl,4,5,Wickets_Per_Match,Economy_Score,Bowling_Impact_Score,Five_Wicket_Rate,Span,Start_Year,End_Year,Career_Length,Mat,Inns,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,Catches_Per_Match,Dismissals_Per_Match,Stumping_Rate,has_batting,has_bowling,player_role_hint
TP Visee (NL),2019-2019,2019.0,2019.0,1.0,2.0,2.0,0.0,69.0,41,41.0,0.0,34.5,56.0,123.21,0.0,0.0,0.0,34.5,0,0,69.984,2019-2019,2019,2019,0,2,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
TR Ambrose (ENG),2008-2008,2008.0,2008.0,1.0,5.0,5.0,1.0,10.0,6,6.0,0.0,2.5,34.0,29.41,0.0,0.0,1.0,2,0,0,13.264,2008-2008,2008,2008,0,5,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
TR Gripper (ZIM),2001-2003,2001.0,2003.0,3.0,8.0,8.0,0.0,80.0,26,26.0,0.0,10,187.0,42.78,0.0,0.0,1.0,10,0,0,23.112,2001-2003,2001,2003,2,8,6,120,76,2.0,Feb-28,38,3.8,60,0,0,0.25,0.26,0.25,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
TRO Payne (WI),1984-1987,1984.0,1987.0,4.0,7.0,4.0,0.0,126.0,60,60.0,0.0,31.5,240.0,52.5,0.0,1.0,0.0,18,0,14.29,39.9,1984-1987,1984,1987,3,7,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
TS Chisoro (ZIM),2015-2018,2015.0,2018.0,4.0,18.0,15.0,6.0,134.0,42*,42.0,1.0,14.88,218.0,61.46,0.0,0.0,2.0,7.44,0,0,33.512,2015-2018,2015,2018,3,18,16,768,556,20.0,Mar-16,27.8,4.34,38.4,0,0,1.11,0.23,0.85,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
TS Kamunhukamwe (ZIM),2018-2019,2018.0,2019.0,2.0,3.0,3.0,0.0,37.0,34,34.0,0.0,12.33,50.0,74,0.0,0.0,1.0,12.33,0,0,36.998,2018-2019,2018,2019,1,3,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
TS Nethula (NZ),2012-2012,2012.0,2012.0,1.0,5.0,3.0,1.0,12.0,9*,9.0,1.0,6,11.0,109.09,0.0,0.0,1.0,2.4,0,0,47.236,2012-2012,2012,2012,0,5,5,264,249,5.0,Feb-41,49.8,5.65,52.8,0,0,1.00,0.18,0.75,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
TS Roland-Jones (ENG),2017-2017,2017.0,2017.0,1.0,1.0,1.0,1.0,37.0,37*,37.0,1.0,-,37.0,100,0.0,0.0,0.0,37,0,0,#VALUE!,2017-2017,2017,2017,0,1,1,42,34,1.0,Jan-34,34,4.85,42,0,0,1.00,0.21,0.76,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
TT Bresnan (ENG),2006-2015,2006.0,2015.0,10.0,85.0,64.0,20.0,871.0,80,80.0,0.0,19.79,965.0,90.25,0.0,1.0,6.0,10.25,0,1.18,47.974,2006-2015,2006,2015,9,85,84,4221,3813,109.0,May-48,34.98,5.42,38.7,3,1,1.28,0.18,0.95,0.012,,,,,,,,,,,,,,,,,True,True,All-rounder
TT Samaraweera (SL),1998-2011,1998.0,2011.0,14.0,53.0,42.0,11.0,862.0,105*,105.0,1.0,27.8,1244.0,69.29,2.0,0.0,4.0,16.26,3.77,0,44.396,1998-2011,1998,2011,13,53,17,702,542,11.0,Mar-34,49.27,4.63,63.8,0,0,0.21,0.22,0.21,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
TT Smart (HKG),2004-2004,2004.0,2004.0,1.0,2.0,2.0,0.0,34.0,25,25.0,0.0,17,94.0,36.17,0.0,0.0,0.0,17,0,0,24.668,2004-2004,2004,2004,0,2,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
TV Mufambisi (ZIM),2006-2007,2006.0,2007.0,2.0,6.0,6.0,0.0,55.0,21,21.0,0.0,9.16,90.0,61.11,0.0,0.0,0.0,9.17,0,0,29.94,2006-2007,2006,2007,1,6,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
TWM Latham (NZ),2012-2019,2012.0,2019.0,8.0,95.0,88.0,9.0,2550.0,137,137.0,0.0,32.27,3096.0,82.36,4.0,15.0,7.0,26.84,4.21,15.79,52.306,2012-2019,2012,2019,7,95,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
Tabarak Dar (HKG),2004-2008,2004.0,2008.0,5.0,4.0,4.0,0.0,101.0,36,36.0,0.0,25.25,175.0,57.71,0.0,0.0,0.0,25.25,0,0,38.234,2004-2008,2004,2008,4,4,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
Tahir Naqqash (PAK),1980-1985,1980.0,1985.0,6.0,40.0,23.0,9.0,210.0,61,61.0,0.0,15,242.0,86.77,0.0,1.0,4.0,5.25,0,2.5,43.708,1980-1985,1980,1985,5,40,37,1596,1240,34.0,Mar-23,36.47,4.66,46.9,0,0,0.85,0.21,0.66,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
Taijul Islam (BDESH),2014-2019,2014.0,2019.0,6.0,6.0,4.0,1.0,63.0,39*,39.0,1.0,21,77.0,81.81,0.0,0.0,0.0,10.5,0,0,45.324,2014-2019,2014,2019,5,6,6,342,220,6.0,04-Nov,36.66,3.85,57,1,0,1.00,0.26,0.78,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
Talha Jubair (BDESH),2002-2003,2002.0,2003.0,2.0,6.0,5.0,3.0,5.0,4*,4.0,1.0,2.5,15.0,33.33,0.0,0.0,2.0,0.83,0,0,14.832,2002-2003,2002,2003,1,6,6,204,255,6.0,Apr-65,42.5,7.5,34,1,0,1.00,0.13,0.74,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
Tamim Iqbal (BDESH),2007-2019,2007.0,2019.0,13.0,204.0,202.0,8.0,6892.0,154,154.0,0.0,35.52,8865.0,77.74,11.0,47.0,18.0,33.78,5.39,23.04,52.408,2007-2019,2007,2019,12,204,2,6,13,0.0,-,-,13,-,0,0,0.00,0.08,0.02,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
Tanbir Hayder (BDESH),2016-2016,2016.0,2016.0,1.0,2.0,2.0,0.0,5.0,3,3.0,0.0,2.5,16.0,31.25,0.0,0.0,0.0,2.5,0,0,14,2016-2016,2016,2016,0,2,2,60,67,0.0,-,-,6.7,-,0,0,0.00,0.15,0.04,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
Tanveer Ahmed (HKG),2016-2018,2016.0,2018.0,3.0,6.0,4.0,4.0,4.0,2*,2.0,1.0,-,11.0,36.36,0.0,0.0,0.0,0.67,0,0,#VALUE!,2016-2018,2016,2018,2,6,6,229,208,5.0,Feb-49,41.6,5.44,45.8,0,0,0.83,0.18,0.64,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
Tanvir Ahmed (PAK),2011-2011,2011.0,2011.0,1.0,2.0,1.0,0.0,18.0,18,18.0,0.0,18,12.0,150,0.0,0.0,0.0,9,0,0,70.8,2011-2011,2011,2011,0,2,2,60,83,2.0,Jan-38,41.5,8.3,30,0,0,1.00,0.12,0.74,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
Tanvir Mehdi (PAK),1992-1992,1992.0,1992.0,1.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0,5.0,0,0.0,0.0,1.0,0,0,0,0,1992-1992,1992,1992,0,1,1,66,72,1.0,Jan-72,72,6.54,66,0,0,1.00,0.15,0.75,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
Tanwir Afzal (HKG),2014-2018,2014.0,2018.0,5.0,20.0,19.0,3.0,292.0,73,73.0,0.0,18.25,255.0,114.5,0.0,1.0,3.0,14.6,0,5,56.75,2014-2018,2014,2018,4,20,19,852,601,19.0,Mar-20,31.63,4.23,44.8,0,0,0.95,0.24,0.74,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
Tapash Baisya (BDESH),2002-2007,2002.0,2007.0,6.0,56.0,41.0,13.0,336.0,35*,35.0,1.0,12,576.0,58.33,0.0,0.0,4.0,6,0,0,30.532,2002-2007,2002,2007,5,56,56,2608,2452,59.0,Apr-16,41.55,5.64,44.2,2,0,1.05,0.18,0.79,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
Tareq Aziz (BDESH),2002-2004,2002.0,2004.0,3.0,10.0,8.0,7.0,26.0,11*,11.0,1.0,26,73.0,35.61,0.0,0.0,1.0,2.6,0,0,29.844,2002-2004,2002,2004,2,10,10,465,424,13.0,Mar-19,32.61,5.47,35.7,0,0,1.30,0.18,0.96,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
Tariq Javed (CAN),1979-1979,1979.0,1979.0,1.0,3.0,3.0,0.0,15.0,8,8.0,0.0,5,77.0,19.48,0.0,0.0,0.0,5,0,0,10.792,1979-1979,1979,1979,0,3,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
Taskin Ahmed (BDESH),2014-2017,2014.0,2017.0,4.0,32.0,16.0,6.0,41.0,14,14.0,0.0,4.1,99.0,41.41,0.0,0.0,3.0,1.28,0,0,19.024,2014-2017,2014,2017,3,32,31,1413,1401,45.0,May-28,31.13,5.94,31.4,2,1,1.41,0.17,1.03,0.031,,,,,,,,,,,,,,,,,True,True,All-rounder
Taslim Arif (PAK),1980-1980,1980.0,1980.0,1.0,2.0,2.0,0.0,28.0,24,24.0,0.0,14,58.0,48.27,0.0,0.0,0.0,14,0,0,27.708,1980-1980,1980,1980,0,2,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
Taufeeq Umar (PAK),2001-2011,2001.0,2011.0,11.0,22.0,22.0,1.0,504.0,81*,81.0,1.0,24,895.0,56.31,0.0,3.0,0.0,22.91,0,13.64,36.924,2001-2011,2001,2011,10,22,3,72,85,1.0,Jan-49,85,7.08,72,0,0,0.05,0.14,0.07,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
Tauseef Ahmed (PAK),1982-1990,1982.0,1990.0,9.0,70.0,25.0,14.0,116.0,27*,27.0,1.0,10.54,216.0,53.7,0.0,0.0,3.0,1.66,0,0,27.804,1982-1990,1982,1990,8,70,67,3250,2247,55.0,Apr-38,40.85,4.14,59,1,0,0.79,0.24,0.62,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
Tushar Imran (BDESH),2001-2007,2001.0,2007.0,7.0,41.0,40.0,0.0,574.0,65,65.0,0.0,14.35,970.0,59.17,0.0,2.0,8.0,14,0,4.88,32.278,2001-2007,2001,2007,6,41,5,126,103,1.0,Jan-24,103,4.9,126,0,0,0.02,0.20,0.08,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
U Bhatti (CAN),2006-2010,2006.0,2010.0,5.0,36.0,30.0,8.0,378.0,46,46.0,0.0,17.18,513.0,73.68,0.0,0.0,2.0,10.5,0,0,39.78,2006-2010,2006,2010,4,36,35,1630,1149,33.0,Apr-45,34.81,4.22,49.3,1,0,0.92,0.24,0.71,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
U Chatterjee (INDIA),1995-1995,1995.0,1995.0,1.0,3.0,2.0,1.0,6.0,3*,3.0,1.0,6,30.0,20,0.0,0.0,0.0,2,0,0,11.6,1995-1995,1995,1995,0,3,3,161,117,3.0,Feb-35,39,4.36,53.6,0,0,1.00,0.23,0.77,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
U Ranchod (ZIM),1992-1993,1992.0,1993.0,2.0,3.0,1.0,1.0,3.0,3*,3.0,1.0,-,6.0,50,0.0,0.0,0.0,1,0,0,#VALUE!,1992-1993,1992,1993,1,3,3,174,130,1.0,Jan-44,130,4.48,174,0,0,0.33,0.22,0.30,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
UC Hathurusingha (SL),1992-1999,1992.0,1999.0,8.0,35.0,33.0,1.0,669.0,66,66.0,0.0,20.9,1318.0,50.75,0.0,4.0,3.0,19.11,0,11.43,32.84,1992-1999,1992,1999,7,35,25,954,709,14.0,Apr-57,50.64,4.45,68.1,1,0,0.40,0.22,0.35,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
UDU Chandana (SL),1994-2007,1994.0,2007.0,14.0,147.0,111.0,17.0,1627.0,89,89.0,0.0,17.3,2229.0,72.99,0.0,5.0,8.0,11.07,0,3.4,39.576,1994-2007,1994,2007,13,147,136,6142,4818,151.0,May-61,31.9,4.7,40.6,4,1,1.03,0.21,0.78,0.007,,,,,,,,,,,,,,,,,True,True,All-rounder
UNK Fernando (SL),1994-1994,1994.0,1994.0,1.0,2.0,2.0,2.0,22.0,20*,20.0,1.0,-,25.0,88,0.0,0.0,0.0,11,0,0,#VALUE!,1994-1994,1994,1994,0,2,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
UT Khawaja (AUS),2013-2019,2013.0,2019.0,7.0,40.0,39.0,2.0,1554.0,104,104.0,0.0,42,1848.0,84.09,2.0,12.0,2.0,38.85,5,30,58.836,2013-2019,2013,2019,6,40,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
UT Yadav (INDIA),2010-2018,2010.0,2018.0,9.0,75.0,24.0,14.0,79.0,18*,18.0,1.0,7.9,134.0,58.95,0.0,0.0,4.0,1.05,0,0,28.32,2010-2018,2010,2018,8,75,73,3558,3565,106.0,Apr-31,33.63,6.01,33.5,4,0,1.41,0.17,1.04,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
UWMBCA Welegedara (SL),2009-2010,2009.0,2010.0,2.0,10.0,3.0,2.0,4.0,2*,2.0,1.0,4,9.0,44.44,0.0,0.0,0.0,0.4,0,0,20.176,2009-2010,2009,2010,1,10,9,457,433,15.0,May-66,28.86,5.68,30.4,0,1,1.50,0.18,1.10,0.100,,,,,,,,,,,,,,,,,True,True,All-rounder
Umair Ali (UAE),2015-2015,2015.0,2015.0,1.0,2.0,2.0,0.0,20.0,10,10.0,0.0,10,30.0,66.66,0.0,0.0,0.0,10,0,0,32.664,2015-2015,2015,2015,0,2,2,108,125,1.0,Jan-65,125,6.94,108,0,0,0.50,0.14,0.39,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
Umar Akmal (PAK),2009-2019,2009.0,2019.0,11.0,121.0,110.0,17.0,3194.0,102*,102.0,1.0,34.34,3712.0,86.04,2.0,20.0,8.0,26.4,1.65,16.53,55.02,2009-2019,2009,2019,10,121,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
Umar Amin (PAK),2010-2018,2010.0,2018.0,9.0,16.0,16.0,1.0,271.0,59,59.0,0.0,18.06,392.0,69.13,0.0,1.0,0.0,16.94,0,6.25,38.488,2010-2018,2010,2018,8,16,3,42,24,0.0,-,-,3.42,-,0,0,0.00,0.29,0.09,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
Umar Gul (PAK),2003-2016,2003.0,2016.0,14.0,130.0,65.0,18.0,457.0,39,39.0,0.0,9.72,642.0,71.18,0.0,0.0,10.0,3.52,0,0,34.304,2003-2016,2003,2016,13,130,128,6064,5253,179.0,Jun-42,29.34,5.19,33.8,4,2,1.38,0.19,1.02,0.015,,,,,,,,,,,,,,,,,True,True,All-rounder
Usman Ghani (AFG),2014-2017,2014.0,2017.0,4.0,15.0,15.0,0.0,411.0,118,118.0,0.0,27.4,520.0,79.03,1.0,2.0,2.0,27.4,6.67,13.33,48.052,2014-2017,2014,2017,3,15,2,38,34,1.0,Jan-21,34,5.36,38,0,0,0.07,0.19,0.10,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
Usman Limbada (CAN),2010-2014,2010.0,2014.0,5.0,11.0,11.0,1.0,189.0,50,50.0,0.0,18.9,284.0,66.54,0.0,1.0,1.0,17.18,0,9.09,37.956,2010-2014,2010,2014,4,11,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
Usman Mushtaq (UAE),2015-2015,2015.0,2015.0,1.0,1.0,1.0,0.0,3.0,3,3.0,0.0,3,7.0,42.85,0.0,0.0,0.0,3,0,0,18.94,2015-2015,2015,2015,0,1,1,12,9,0.0,-,-,4.5,-,0,0,0.00,0.22,0.07,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
Usman Salahuddin (PAK),2011-2011,2011.0,2011.0,1.0,2.0,2.0,0.0,13.0,8,8.0,0.0,6.5,28.0,46.42,0.0,0.0,0.0,6.5,0,0,22.468,2011-2011,2011,2011,0,2,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
Usman Shinwari (PAK),2017-2019,2017.0,2019.0,3.0,17.0,4.0,1.0,6.0,6,6.0,0.0,2,7.0,85.71,0.0,0.0,2.0,0.35,0,0,35.484,2017-2019,2017,2019,2,17,17,768,633,34.0,May-34,18.61,4.94,22.5,3,2,2.00,0.20,1.46,0.118,,,,,,,,,,,,,,,,,True,True,All-rounder
V Aravind (UAE),2019-2019,2019.0,2019.0,1.0,3.0,3.0,0.0,56.0,23,23.0,0.0,18.66,73.0,76.71,0.0,0.0,0.0,18.67,0,0,41.88,2019-2019,2019,2019,0,3,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
V Dahiya (INDIA),2000-2001,2000.0,2001.0,2.0,19.0,15.0,2.0,216.0,51,51.0,0.0,16.61,267.0,80.89,0.0,1.0,2.0,11.37,0,5.26,42.322,2000-2001,2000,2001,1,19,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
V Kohli (INDIA),2008-2019,2008.0,2019.0,12.0,242.0,233.0,39.0,11609.0,183,183.0,0.0,59.84,12445.0,93.28,43.0,55.0,13.0,47.97,17.77,22.73,73.216,2008-2019,2008,2019,11,242,48,641,665,4.0,Jan-15,166.25,6.22,160.2,0,0,0.02,0.16,0.06,0.000,2008-2019,2008.0,2019.0,11.0,242.0,240.0,124.0,124.0,0.0,0.0,124.0,3 (3ct 0st),0.516,0.51,0.51,0.0,True,True,All-rounder
V Mehra (UAE),1994-1996,1994.0,1996.0,3.0,6.0,6.0,1.0,92.0,43,43.0,0.0,18.4,202.0,45.54,0.0,0.0,0.0,15.33,0,0,29.256,1994-1996,1994,1996,2,6,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
V Permaul (WI),2012-2017,2012.0,2017.0,6.0,7.0,4.0,1.0,19.0,10,10.0,0.0,6.33,26.0,73.07,0.0,0.0,0.0,2.71,0,0,33.026,2012-2017,2012,2017,5,7,7,331,271,8.0,Mar-40,33.87,4.91,41.3,0,0,1.14,0.20,0.86,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
V Pollard (NZ),1973-1974,1973.0,1974.0,2.0,3.0,2.0,0.0,67.0,55,55.0,0.0,33.5,145.0,46.2,0.0,1.0,0.0,22.33,0,33.33,38.58,1973-1974,1973,1974,1,3,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
V Rathour (INDIA),1996-1997,1996.0,1997.0,2.0,7.0,7.0,0.0,193.0,54,54.0,0.0,27.57,331.0,58.3,0.0,2.0,0.0,27.57,0,28.57,39.862,1996-1997,1996,1997,1,7,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
V Razdan (INDIA),1989-1990,1989.0,1990.0,2.0,3.0,3.0,1.0,23.0,18,18.0,0.0,11.5,27.0,85.18,0.0,0.0,0.0,7.67,0,0,40.972,1989-1990,1989,1990,1,3,3,84,77,1.0,Jan-37,77,5.5,84,0,0,0.33,0.18,0.29,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
V Sehwag (Asia/ICC/INDIA),1999-2013,1999.0,2013.0,15.0,251.0,245.0,9.0,8273.0,219,219.0,0.0,35.05,7929.0,104.33,15.0,38.0,14.0,32.96,5.98,15.14,62.762,1999-2013,1999,2013,14,251,146,4392,3853,96.0,04-Jun,40.13,5.26,45.7,1,0,0.38,0.19,0.32,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
V Shankar (INDIA),2019-2019,2019.0,2019.0,1.0,12.0,8.0,1.0,223.0,46,46.0,0.0,31.85,246.0,90.65,0.0,0.0,0.0,18.58,0,0,55.37,2019-2019,2019,2019,0,12,9,233,210,4.0,Feb-15,52.5,5.4,58.2,0,0,0.33,0.19,0.29,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
V Shetty (UAE),2008-2014,2008.0,2014.0,7.0,2.0,2.0,0.0,16.0,9,9.0,0.0,8,29.0,55.17,0.0,0.0,0.0,8,0,0,26.868,2008-2014,2008,2014,6,2,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
V Sibanda (Afr/ZIM),2003-2016,2003.0,2016.0,14.0,127.0,126.0,4.0,2994.0,116,116.0,0.0,24.54,4716.0,63.48,2.0,21.0,14.0,23.57,1.57,16.54,40.116,2003-2016,2003,2016,13,127,11,267,265,3.0,01-Dec,88.33,5.95,89,0,0,0.02,0.17,0.07,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
V Yadav (INDIA),1992-1994,1992.0,1994.0,3.0,19.0,12.0,2.0,118.0,34*,34.0,1.0,11.8,116.0,101.72,0.0,0.0,2.0,6.21,0,0,47.768,1992-1994,1992,1994,2,19,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
VA Holder (WI),1973-1978,1973.0,1978.0,6.0,12.0,6.0,1.0,64.0,30,30.0,0.0,12.8,85.0,75.29,0.0,0.0,1.0,5.33,0,0,37.796,1973-1978,1973,1978,5,12,12,681,454,19.0,May-50,23.89,4,35.8,0,1,1.58,0.25,1.18,0.083,,,,,,,,,,,,,,,,,True,True,All-rounder
VAB Tewarie (NL),2011-2011,2011.0,2011.0,1.0,1.0,1.0,0.0,4.0,4,4.0,0.0,4,22.0,18.18,0.0,0.0,0.0,4,0,0,9.672,2011-2011,2011,2011,0,1,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
VB Chandrasekhar (INDIA),1988-1990,1988.0,1990.0,3.0,7.0,7.0,0.0,88.0,53,53.0,0.0,12.57,162.0,54.32,0.0,1.0,0.0,12.57,0,14.29,29.27,1988-1990,1988,1990,2,7,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
VB John (SL),1982-1987,1982.0,1987.0,6.0,45.0,19.0,10.0,84.0,15,15.0,0.0,9.33,152.0,55.26,0.0,0.0,3.0,1.87,0,0,27.702,1982-1987,1982,1987,5,45,45,2311,1655,34.0,Mar-28,48.67,4.29,67.9,0,0,0.76,0.23,0.60,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
VB van Jaarsveld (SA),2009-2009,2009.0,2009.0,1.0,2.0,2.0,0.0,9.0,5,5.0,0.0,4.5,15.0,60,0.0,0.0,0.0,4.5,0,0,26.7,2009-2009,2009,2009,0,2,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
VC Drakes (WI),1995-2004,1995.0,2004.0,10.0,34.0,17.0,5.0,94.0,25,25.0,0.0,7.83,174.0,54.02,0.0,0.0,2.0,2.76,0,0,26.306,1995-2004,1995,2004,9,34,34,1640,1293,51.0,May-33,25.35,4.73,32.1,3,2,1.50,0.21,1.11,0.059,,,,,,,,,,,,,,,,,True,True,All-rounder
VD Grandia (NL),2002-2002,2002.0,2002.0,1.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0,5.0,0,0.0,0.0,1.0,0,0,0,0,2002-2002,2002,2002,0,1,1,30,40,1.0,Jan-40,40,8,30,0,0,1.00,0.13,0.74,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
VD Philander (SA),2007-2015,2007.0,2015.0,9.0,30.0,19.0,7.0,151.0,30*,30.0,1.0,12.58,213.0,70.89,0.0,0.0,3.0,5.03,0,0,35.904,2007-2015,2007,2015,8,30,28,1279,986,41.0,04-Dec,24.04,4.62,31.1,2,0,1.37,0.22,1.02,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
VG Kambli (INDIA),1991-2000,1991.0,2000.0,10.0,104.0,97.0,21.0,2477.0,106,106.0,0.0,32.59,3443.0,71.94,2.0,14.0,4.0,23.82,1.92,13.46,48.33,1991-2000,1991,2000,9,104,1,4,7,1.0,01-Jul,7,10.5,4,0,0,0.01,0.10,0.04,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
VJ Kingma (NL),,,,,,,,,,,,,,,,,,,,,,2014-2019,2014,2019,5,3,3,126,107,2.0,Jan-47,53.5,5.09,63,0,0,0.67,0.20,0.53,0.000,,,,,,,,,,,,,,,,,False,True,Bowler
VJ Marks (ENG),1980-1988,1980.0,1988.0,9.0,34.0,24.0,3.0,285.0,44,44.0,0.0,13.57,434.0,65.66,0.0,0.0,0.0,8.38,0,0,34.406,1980-1988,1980,1988,8,34,32,1838,1135,44.0,May-20,25.79,3.7,41.7,0,2,1.29,0.27,0.99,0.059,,,,,,,,,,,,,,,,,True,True,All-rounder
VJ Wells (ENG),1999-1999,1999.0,1999.0,1.0,9.0,7.0,0.0,141.0,39,39.0,0.0,20.14,253.0,55.73,0.0,0.0,0.0,15.67,0,0,34.376,1999-1999,1999,1999,0,9,8,220,189,8.0,Mar-30,23.62,5.15,27.5,0,0,0.89,0.19,0.68,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
